Geo,Year,Latitude,Longitude
100,2019,42.4377677,-122.8148915
101,2019,42.4034697,-122.8277637
102,2019,42.422854,-122.8750241
103,2019,42.4155163,-122.9265334
104,2019,42.4346994,-123.0088014
100,2045,42.4377677,-122.8148915
101,2045,42.4034697,-122.8277637
102,2045,42.422854,-122.8750241
103,2045,42.4155163,-122.9265334
104,2045,42.4346994,-123.0088014
