Geo,Year,GrpAge0to14,GrpAge15to19,GrpAge20to29,GrpAge30to54,GrpAge55to64,GrpAge65Plus
ZNHPO1,2019,0,92,68,0,0,0
ZNHPO2,2019,0,64,56,0,0,0
ZNHPO1,2045,0,95,96,0,0,0
ZNHPO2,2045,0,76,68,0,0,0
