Geo,Year,SFDU,MFDU,GQDU
511539013061,2024,551,9,0
511539013062,2024,426,13,0
511539013063,2024,458,0,4
511539013064,2024,409,0,9
511539014031,2024,211,982,0
511539014032,2024,46,749,0
511539014033,2024,38,151,0
511539014034,2024,0,815,0
511539014071,2024,37,697,0
511539014072,2024,87,744,0
511539014091,2024,18,0,117
511539014092,2024,106,1180,0
511539014093,2024,24,0,0
511539014094,2024,221,168,0
511539014095,2024,1,0,0
511539014096,2024,299,368,81
511539014097,2024,126,506,0
511539014098,2024,13,204,0
511539014111,2024,441,0,0
511539014112,2024,212,118,0
511539014113,2024,568,17,0
511539014114,2024,403,238,0
511539014121,2024,341,178,0
511539014122,2024,803,204,0
511539014123,2024,632,0,0
511539014131,2024,130,63,0
511539014132,2024,102,630,0
511539014133,2024,406,0,0
511539014141,2024,573,193,0
511539014142,2024,381,218,0
511539014143,2024,361,0,0
511539014151,2024,323,13,0
511539014152,2024,606,483,0
511539014161,2024,499,92,0
511539014162,2024,461,105,0
511539014163,2024,183,85,0
511539014171,2024,689,74,0
511539014172,2024,354,19,0
511539014181,2024,249,468,0
511539014182,2024,21,0,0
511539014183,2024,24,1184,0
511539014191,2024,40,1340,0
511539014201,2024,482,98,0
511539014202,2024,384,162,0
511539014211,2024,679,0,26
511539014212,2024,1,0,0
511539014213,2024,325,367,0
511539015031,2024,394,7,0
511539015032,2024,500,0,0
511539015033,2024,691,0,0
511539015034,2024,359,77,0
511539015041,2024,162,199,0
511539015042,2024,488,95,0
511539015043,2024,728,42,0
511539015044,2024,336,632,0
511539015051,2024,517,0,0
511539015052,2024,370,142,0
511539015053,2024,335,170,0
511539015054,2024,705,0,0
511539015061,2024,134,8,0
511539015062,2024,623,273,0
511539015063,2024,123,708,0
511539015071,2024,106,381,0
511539015072,2024,317,207,0
511539015081,2024,716,169,0
511539015082,2024,171,184,0
511539015083,2024,238,532,0
511539015091,2024,598,620,0
511539015092,2024,524,0,0
511539015093,2024,795,0,0
511539015101,2024,548,149,0
511539015102,2024,327,597,0
511539015103,2024,419,103,0
511539015111,2024,692,138,0
511539015112,2024,540,444,0
511539016011,2024,216,144,0
511539016012,2024,365,0,0
511539016013,2024,426,11,0
511539016021,2024,32,371,0
511539016022,2024,332,146,0
511539016023,2024,180,331,0
511539016024,2024,0,308,0
511539016025,2024,85,840,0
511539017021,2024,328,255,0
511539017022,2024,518,0,0
511539017023,2024,205,0,0
511539017031,2024,181,13,1
511539017032,2024,373,177,0
511539017041,2024,0,546,0
511539017042,2024,228,392,0
511539017043,2024,38,203,0
511539017044,2024,191,471,0
511539019001,2024,68,339,0
511539019002,2024,535,694,0
511539019003,2024,52,122,0
511539019004,2024,297,327,9
511539801001,2024,1,0,0
511552101011,2024,779,100,0
511552101012,2024,526,47,1
511552101013,2024,433,290,1
511552101021,2024,559,11,0
511552101022,2024,713,0,0
511552102011,2024,364,346,0
511552102012,2024,470,232,0
511552102013,2024,339,232,0
511552102021,2024,724,9,0
511552102022,2024,451,17,0
511552102023,2024,497,100,0
511552103001,2024,243,0,0
511552103002,2024,348,22,0
511552103003,2024,512,0,0
511552103004,2024,469,94,8
511552103005,2024,324,130,0
511552104011,2024,366,16,0
511552104012,2024,432,0,0
511552104013,2024,348,0,0
511552104021,2024,670,0,0
511552104022,2024,462,7,0
511552105001,2024,647,0,0
511552105002,2024,509,0,0
511552105003,2024,374,0,0
511552106001,2024,658,0,0
511552106002,2024,785,64,0
511552106003,2024,443,58,2
511552107001,2024,460,358,0
511552107002,2024,494,41,0
511552107003,2024,242,241,0
511559801001,2024,1,0,0
511559802001,2024,1,0,0
511579501001,2024,701,16,0
511579501002,2024,749,31,0
511579502001,2024,381,0,0
511579502002,2024,837,50,0
511579502003,2024,570,0,0
511579502004,2024,518,12,0
511590401001,2024,525,12,0
511590401002,2024,618,131,10
511590401003,2024,578,167,14
511590401004,2024,773,0,0
511590402001,2024,621,27,0
511590402002,2024,441,77,0
511610301001,2024,584,0,0
511610301002,2024,590,32,0
511610301003,2024,526,0,0
511610302011,2024,342,0,0
511610302012,2024,483,244,0
511610302013,2024,885,0,0
511610302031,2024,292,182,494
511610302032,2024,1108,84,0
511610302051,2024,588,483,0
511610302052,2024,1035,47,0
511610302061,2024,1182,275,0
511610302062,2024,219,460,0
511610302071,2024,115,574,225
511610302072,2024,357,190,0
511610303001,2024,1817,31,7
511610303002,2024,388,244,0
511610303003,2024,648,0,0
511610305011,2024,437,11,0
511610305021,2024,1165,15,0
511610306011,2024,776,0,0
511610306012,2024,561,0,0
511610306013,2024,645,45,0
511610306021,2024,877,132,0
511610307011,2024,977,11,9
511610307012,2024,377,0,0
511610307013,2024,667,0,1
511610307014,2024,576,99,0
511610307021,2024,363,163,0
511610307022,2024,315,518,0
511610307023,2024,450,151,0
511610307024,2024,398,361,0
511610308021,2024,389,0,0
511610308022,2024,452,131,0
511610308023,2024,393,0,3
511610308024,2024,270,356,0
511610308031,2024,173,807,0
511610308032,2024,398,442,4
511610308041,2024,654,361,0
511610309001,2024,595,223,11
511610309002,2024,363,36,3
511610309003,2024,372,8,0
511610309004,2024,472,486,0
511610309005,2024,196,315,0
511610310001,2024,763,0,0
511610310002,2024,677,0,0
511610310003,2024,278,10,0
511610311011,2024,329,117,0
511610311012,2024,430,613,0
511610311013,2024,559,139,0
511610311021,2024,687,200,0
511610311022,2024,580,221,0
511610312011,2024,871,54,0
511610312012,2024,547,147,0
511610312013,2024,506,11,0
511610312021,2024,490,47,0
511610312022,2024,317,20,0
511610312023,2024,458,432,2
511610312024,2024,841,0,0
511639301011,2024,675,64,0
511639301012,2024,374,461,10
511639301021,2024,415,0,0
511639301022,2024,451,43,0
511639301023,2024,509,205,0
511639301024,2024,588,15,0
511639302001,2024,1035,18,0
511639302002,2024,761,23,319
511639302003,2024,573,9,0
511639303011,2024,864,10,3
511639303012,2024,486,28,0
511639303021,2024,503,44,0
511639303022,2024,570,88,0
511639303023,2024,533,80,0
511639304001,2024,557,0,0
511639304002,2024,551,44,0
511639304003,2024,367,0,0
511639304004,2024,410,7,0
511650101001,2024,1107,43,0
511650101002,2024,396,0,0
511650102001,2024,523,0,0
511650102002,2024,380,26,0
511650102003,2024,371,310,0
511650103011,2024,882,4,0
511650103021,2024,503,0,0
511650103022,2024,420,0,0
511650103023,2024,565,488,0
511650104001,2024,646,0,0
511650104002,2024,427,18,0
511650105001,2024,495,11,0
511650105002,2024,630,154,0
511650106001,2024,706,20,0
511650106002,2024,632,44,0
511650107001,2024,560,0,2
511650107002,2024,844,89,0
511650108011,2024,737,378,11
511650108012,2024,290,249,17
511650108021,2024,384,145,0
511650108022,2024,481,253,0
511650109001,2024,440,0,0
511650109002,2024,574,88,34
511650110001,2024,425,24,0
511650110002,2024,258,0,0
511650110003,2024,785,35,0
511650111001,2024,453,0,0
511650111002,2024,382,3,0
511650111003,2024,506,0,0
511650112001,2024,371,0,0
511650112002,2024,888,0,0
511650112003,2024,746,0,0
511650114001,2024,503,0,29
511650114002,2024,553,81,0
511650114003,2024,307,39,0
511650114004,2024,458,0,5
511650114005,2024,239,75,0
511650115001,2024,574,205,0
511650115002,2024,227,65,1021
511650115003,2024,452,270,0
511650115004,2024,217,376,512
511650116001,2024,357,175,0
511650116002,2024,398,0,0
511650117001,2024,384,21,0
511650117002,2024,53,680,0
511650117003,2024,594,491,0
511650118011,2024,465,72,0
511650118012,2024,725,13,0
511650118021,2024,439,241,23
511650118022,2024,629,130,0
511650118023,2024,639,760,0
511650119001,2024,667,213,0
511650119002,2024,320,255,0
511650119003,2024,494,10,0
511650120001,2024,537,0,6
511650120002,2024,761,153,0
511650120003,2024,331,177,0
511650120004,2024,515,21,0
511670301001,2024,451,0,0
511670301002,2024,618,12,0
511670301003,2024,367,10,0
511670301004,2024,263,0,0
511670301005,2024,201,0,0
511670302011,2024,191,0,0
511670302012,2024,284,8,0
511670302013,2024,387,52,0
511670302014,2024,387,0,0
511670302021,2024,858,0,0
511670302022,2024,374,173,32
511670303001,2024,543,32,0
511670303002,2024,421,0,0
511670303003,2024,271,0,0
511670303004,2024,510,0,36
511670304021,2024,771,0,0
511670304022,2024,613,10,0
511670304031,2024,250,67,0
511670304032,2024,236,31,0
511670304033,2024,308,222,0
511670304034,2024,273,110,4
511670304041,2024,585,47,2
511670304042,2024,212,20,55
511670305001,2024,592,55,0
511670305002,2024,214,19,13
511670306001,2024,384,0,0
511670306002,2024,630,11,0
511670306003,2024,397,39,0
511670306004,2024,240,12,22
511690301001,2024,453,68,5
511690301002,2024,619,6,0
511690301003,2024,546,92,0
511690302001,2024,272,86,1
511690302002,2024,582,0,0
511690302003,2024,466,60,0
511690302004,2024,283,0,0
511690303001,2024,862,10,0
511690303002,2024,829,6,0
511690303003,2024,380,13,0
511690304001,2024,523,0,0
511690304002,2024,866,12,0
511690304003,2024,564,72,0
511690305001,2024,757,11,0
511690305002,2024,682,14,0
511690305003,2024,659,0,0
511690306001,2024,237,0,0
511690306002,2024,657,35,0
511690306003,2024,561,9,0
511690306004,2024,450,38,20
511710401011,2024,689,372,0
511710401012,2024,443,0,0
511710401021,2024,465,337,0
511710401022,2024,942,851,0
511710401023,2024,249,0,0
511710402011,2024,555,157,14
511710402012,2024,540,281,0
511710402013,2024,1006,0,0
511710402021,2024,805,22,0
511710402022,2024,883,0,0
511710403001,2024,744,108,0
511710403002,2024,791,4,0
511710404001,2024,527,10,0
511710404002,2024,795,5,0
511710405011,2024,618,22,0
511710405012,2024,416,138,11
511710405013,2024,349,721,0
511710405014,2024,226,92,0
511710405021,2024,514,0,0
511710405022,2024,473,66,0
511710406001,2024,485,44,0
511710406002,2024,663,302,0
511710406003,2024,422,16,0
511710407001,2024,574,68,2
511710407002,2024,517,60,0
511710407003,2024,734,0,0
511710408001,2024,670,330,28
511710408002,2024,586,274,88
511710408003,2024,434,0,0
511730301001,2024,246,0,0
511730301002,2024,522,4,0
511730301003,2024,350,0,0
511730301004,2024,341,0,0
511730302001,2024,490,61,0
511730302002,2024,412,0,0
511730302003,2024,567,13,0
511730302004,2024,483,141,0
511730303011,2024,356,78,0
511730303012,2024,288,146,0
511730303013,2024,467,68,25
511730303021,2024,437,132,0
511730303022,2024,255,143,0
511730303023,2024,495,27,0
511730303024,2024,414,153,0
511730304001,2024,430,0,0
511730304002,2024,598,0,0
511730305001,2024,494,68,1
511730305002,2024,662,0,0
511730306001,2024,162,84,0
511730306002,2024,703,7,0
511730306003,2024,214,313,0
511730307011,2024,436,117,0
511730307012,2024,456,31,0
511730307013,2024,499,0,0
511730307014,2024,495,88,0
511730307021,2024,453,14,0
511730307022,2024,799,13,0
511730307023,2024,845,10,0
511752001001,2024,756,0,0
511752001002,2024,545,0,0
511752001003,2024,814,28,0
511752002001,2024,653,0,0
511752002002,2024,633,31,0
511752003001,2024,1,0,0
511752004011,2024,424,0,0
511752004012,2024,1121,0,0
511752004021,2024,554,0,0
511752004022,2024,445,180,0
511752005001,2024,753,44,0
511752005002,2024,775,54,0
511770201041,2024,755,11,0
511770201042,2024,455,0,0
511770201043,2024,469,0,0
511770201051,2024,309,0,0
511770201052,2024,582,18,0
511770201061,2024,251,0,3
511770201062,2024,773,162,0
511770201063,2024,480,203,0
511770201064,2024,843,0,0
511770201065,2024,458,0,0
511770201071,2024,731,71,0
511770201081,2024,464,399,0
511770201082,2024,969,34,24
511770201091,2024,588,76,18
511770201092,2024,669,172,0
511770201101,2024,818,5,2
511770201102,2024,278,211,0
511770201111,2024,682,0,0
511770201121,2024,939,15,0
511770201131,2024,387,3,0
511770201132,2024,681,0,0
511770201133,2024,331,0,5
511770201141,2024,738,218,0
511770201142,2024,446,523,0
511770202011,2024,620,426,17
511770202012,2024,789,41,0
511770202013,2024,850,417,0
511770202021,2024,346,43,0
511770202022,2024,230,87,0
511770202023,2024,377,269,11
511770202024,2024,560,186,0
511770202031,2024,623,0,0
511770202032,2024,697,549,0
511770202041,2024,348,229,0
511770202042,2024,266,381,0
511770202043,2024,313,362,0
511770202061,2024,797,110,0
511770202062,2024,343,56,0
511770202063,2024,11,754,0
511770202071,2024,477,38,0
511770203041,2024,466,135,0
511770203042,2024,814,0,0
511770203043,2024,88,434,0
511770203051,2024,178,517,0
511770203052,2024,13,189,0
511770203053,2024,95,722,0
511770203071,2024,567,0,0
511770203072,2024,644,0,0
511770203081,2024,492,18,0
511770203082,2024,709,9,0
511770203091,2024,591,5,0
511770203092,2024,401,0,0
511770203093,2024,209,88,0
511770203094,2024,227,695,0
511770203111,2024,351,0,0
511770203112,2024,1,0,0
511770203113,2024,577,0,14
511770203114,2024,418,239,0
511770203115,2024,378,612,0
511770203121,2024,1401,0,0
511770203122,2024,1000,55,0
511770203131,2024,119,515,0
511770203141,2024,604,96,0
511770203142,2024,0,22,0
511770203151,2024,7,0,0
511770203152,2024,341,45,0
511770203161,2024,1071,0,0
511770203162,2024,14,287,0
511770203163,2024,680,103,0
511770204031,2024,526,9,0
511770204032,2024,255,0,0
511770204033,2024,466,0,0
511770204034,2024,260,0,0
511770204041,2024,425,12,0
511770204042,2024,405,0,0
511770204043,2024,989,0,0
511770204051,2024,566,4,0
511770204052,2024,990,0,0
511770204053,2024,481,0,0
511770204061,2024,256,0,0
511770204062,2024,474,0,0
511770204063,2024,633,0,0
511770204071,2024,525,0,0
511770204072,2024,822,9,0
511770204073,2024,1140,25,0
511770204081,2024,602,0,0
511770204082,2024,500,0,0
511790101031,2024,611,11,0
511790101032,2024,248,0,0
511790101033,2024,420,689,0
511790101051,2024,506,0,0
511790101052,2024,811,0,0
511790101053,2024,404,0,0
511790101054,2024,562,386,0
511790101061,2024,517,303,0
511790101062,2024,701,0,0
511790101071,2024,418,0,0
511790101072,2024,784,10,0
511790101081,2024,384,0,0
511790101082,2024,545,0,0
511790101083,2024,875,57,0
511790102011,2024,1,0,0
511790102021,2024,668,0,0
511790102022,2024,942,0,0
511790102023,2024,975,0,0
511790102051,2024,607,0,0
511790102052,2024,289,0,15
511790102053,2024,457,0,0
511790102054,2024,570,0,0
511790102061,2024,676,310,0
511790102062,2024,256,5,0
511790102063,2024,494,53,0
511790102101,2024,1070,120,0
511790102102,2024,961,140,0
511790102103,2024,213,725,0
511790102104,2024,191,446,0
511790102111,2024,56,641,0
511790102112,2024,525,0,0
511790102113,2024,184,74,0
511790102121,2024,442,360,0
511790102122,2024,610,0,0
511790102131,2024,369,13,0
511790102132,2024,361,25,0
511790102141,2024,488,33,11
511790102142,2024,485,306,0
511790102151,2024,313,377,0
511790102161,2024,34,221,0
511790102162,2024,519,426,0
511790102163,2024,172,643,0
511790102164,2024,12,724,0
511790102171,2024,605,107,0
511790102172,2024,938,16,0
511790102181,2024,10,0,0
511790102182,2024,721,381,14
511790102191,2024,473,14,0
511790103011,2024,832,6,0
511790103012,2024,793,0,2
511790103041,2024,78,984,0
511790103042,2024,924,94,0
511790103043,2024,838,207,0
511790103051,2024,760,8,0
511790103052,2024,132,147,0
511790103053,2024,434,259,0
511790103054,2024,364,302,0
511790103061,2024,261,912,0
511790103071,2024,807,102,0
511790103072,2024,903,612,0
511790103073,2024,750,102,0
511790103081,2024,915,32,17
511790104031,2024,565,0,0
511790104032,2024,761,8,9
511790104041,2024,568,76,0
511790104042,2024,266,179,0
511790104043,2024,345,39,0
511790104044,2024,815,281,0
511790104051,2024,868,11,0
511790104052,2024,470,0,0
511790104053,2024,286,0,0
511790104054,2024,772,0,0
511790104061,2024,463,12,0
511790104062,2024,540,261,0
511790105021,2024,260,0,0
511790105022,2024,444,109,0
511790105023,2024,823,15,0
511790105031,2024,1005,0,2
511790105041,2024,767,4,0
511818601001,2024,429,43,0
511818601002,2024,695,80,0
511818601003,2024,490,0,0
511818602001,2024,501,0,0
511818602002,2024,548,42,0
511818602003,2024,237,0,0
511818602004,2024,386,0,0
511838701001,2024,408,7,0
511838701002,2024,327,0,0
511838701003,2024,692,99,0
511838702011,2024,602,0,15
511838702012,2024,445,0,0
511838702021,2024,1,0,0
511838703001,2024,227,11,1
511838703002,2024,520,48,24
511838703003,2024,330,71,0
511838704001,2024,525,57,0
511838704002,2024,322,15,0
511850201001,2024,700,42,0
511850201002,2024,466,0,0
511850202001,2024,637,82,0
511850202002,2024,388,36,0
511850202003,2024,550,44,306
511850202004,2024,135,90,0
511850203011,2024,612,0,0
511850203012,2024,409,0,3
511850203013,2024,380,0,0
511850203021,2024,419,0,0
511850203022,2024,354,0,0
511850203023,2024,750,0,0
511850203024,2024,281,0,0
511850204001,2024,391,39,0
511850204002,2024,533,15,0
511850204003,2024,280,66,0
511850204004,2024,650,80,0
511850205001,2024,214,8,0
511850205002,2024,452,59,0
511850205003,2024,459,52,0
511850206001,2024,492,79,0
511850206002,2024,377,0,0
511850206003,2024,469,63,0
511850206004,2024,361,40,0
511850207001,2024,534,0,0
511850207002,2024,507,215,0
511850208001,2024,840,8,1
511850208002,2024,261,0,0
511850209001,2024,619,164,0
511850209002,2024,232,7,0
511850210001,2024,498,15,0
511850210002,2024,440,124,0
511850210003,2024,284,66,0
511850210004,2024,628,0,0
511850211011,2024,689,208,0
511850211012,2024,421,64,0
511850211021,2024,411,14,0
511850211022,2024,774,191,0
511870201011,2024,695,0,0
511870201012,2024,845,44,0
511870201013,2024,449,8,0
511870201021,2024,1027,0,0
511870201022,2024,760,0,0
511870202001,2024,372,65,0
511870202002,2024,951,72,0
511870203001,2024,376,132,0
511870203002,2024,436,0,0
511870203003,2024,746,0,0
511870203004,2024,575,0,0
511870203005,2024,707,49,0
511870204001,2024,150,118,0
511870204002,2024,218,140,0
511870204003,2024,207,193,0
511870204004,2024,434,331,9
511870204005,2024,152,259,56
511870205001,2024,430,7,0
511870205002,2024,491,0,0
511870205003,2024,168,417,14
511870205004,2024,104,322,0
511870206011,2024,463,32,376
511870206012,2024,903,227,0
511870206013,2024,346,0,0
511870206021,2024,499,187,8
511870206022,2024,267,184,0
511870207001,2024,974,0,0
511870207002,2024,532,0,0
511910101011,2024,504,169,0
511910101012,2024,465,119,0
511910101013,2024,290,99,0
511910101021,2024,774,0,0
511910101022,2024,692,0,0
511910102001,2024,619,78,0
511910102002,2024,399,12,0
511910102003,2024,440,18,0
511910102004,2024,867,0,0
511910103011,2024,1008,11,0
511910103012,2024,555,36,0
511910103021,2024,672,0,0
511910103022,2024,766,0,57
511910104011,2024,453,193,3
511910104012,2024,432,77,0
511910104021,2024,1170,405,14
511910105011,2024,399,304,7
511910105012,2024,495,310,3
511910105013,2024,404,150,0
511910105021,2024,396,277,22
511910105022,2024,450,208,0
511910105023,2024,376,253,49
511910106011,2024,403,55,0
511910106012,2024,523,67,34
511910106013,2024,577,208,16
511910106021,2024,313,52,822
511910106022,2024,567,17,0
511910107001,2024,371,11,0
511910107002,2024,698,9,0
511910107003,2024,874,186,0
511910108001,2024,588,0,0
511910108002,2024,419,13,0
511910108003,2024,416,18,0
511910109001,2024,592,0,0
511910109002,2024,598,19,0
511910109003,2024,488,183,0
511910110001,2024,750,86,0
511910110002,2024,342,16,0
511910110003,2024,742,24,16
511930101011,2024,759,2,0
511930101012,2024,1338,0,0
511930101021,2024,376,79,0
511930101022,2024,306,0,0
511930101023,2024,381,0,0
511930101024,2024,382,0,0
511930102001,2024,846,7,2
511930102002,2024,465,30,0
511930102003,2024,657,9,0
511930103001,2024,696,9,24
511930103002,2024,643,0,0
511930103003,2024,634,0,0
511930104011,2024,407,0,0
511930104012,2024,912,90,0
511930104021,2024,600,150,0
511930104022,2024,688,113,0
511930104023,2024,802,67,0
511959307001,2024,727,84,6
511959307002,2024,368,1,0
511959307003,2024,1,0,0
511959308001,2024,504,10,2
511959308002,2024,327,11,0
511959309001,2024,1093,57,0
511959309002,2024,841,120,0
511959310001,2024,706,15,0
511959310002,2024,307,0,0
511959311001,2024,366,146,0
511959311002,2024,640,71,0
511959312001,2024,653,15,0
511959312002,2024,750,23,14
511959312003,2024,1,0,0
511959312004,2024,249,0,0
511959312005,2024,633,66,0
511959313001,2024,818,48,0
511959313002,2024,592,60,0
511959314001,2024,869,94,0
511959314002,2024,221,89,257
511959314003,2024,978,0,0
511959315001,2024,369,39,16
511959315002,2024,186,0,11
511959315003,2024,673,73,0
511959315004,2024,426,88,33
511959316001,2024,609,69,0
511959316002,2024,687,7,8
511959317001,2024,473,110,0
511959317002,2024,262,4,0
511970501011,2024,399,186,0
511970501012,2024,493,213,0
511970501013,2024,325,67,0
511970501021,2024,764,13,0
511970501022,2024,355,0,0
511970502011,2024,542,52,13
511970502012,2024,389,41,0
511970502013,2024,275,420,0
511970502021,2024,831,0,0
511970502022,2024,627,206,2
511970503011,2024,611,20,0
511970503012,2024,346,74,0
511970503013,2024,373,0,0
511970503014,2024,325,0,5
511970503015,2024,190,137,14
511970503021,2024,940,12,0
511970503022,2024,661,30,0
511970504011,2024,572,0,0
511970504012,2024,764,68,0
511970504013,2024,462,0,0
511970504021,2024,609,0,0
511970504022,2024,249,0,0
511970504023,2024,735,0,0
511970504024,2024,633,21,0
511990502031,2024,448,228,0
511990502032,2024,579,0,0
511990502033,2024,660,602,0
511990502051,2024,480,0,0
511990502052,2024,609,59,0
511990502053,2024,398,190,0
511990502061,2024,496,0,0
511990502062,2024,469,0,0
511990502063,2024,395,568,0
511990502064,2024,767,0,0
511990502071,2024,0,190,0
511990502072,2024,115,247,0
511990502073,2024,145,154,0
511990502074,2024,35,426,0
511990502081,2024,175,697,0
511990503031,2024,396,583,0
511990503032,2024,957,166,0
511990503033,2024,319,0,0
511990503041,2024,627,41,0
511990503042,2024,390,0,0
511990503043,2024,885,0,0
511990503051,2024,775,548,7
511990503061,2024,258,684,0
511990503062,2024,44,202,0
511990503063,2024,639,497,0
511990504011,2024,692,203,0
511990504012,2024,495,6,0
511990504021,2024,499,0,0
511990504022,2024,641,24,0
511990504023,2024,263,0,0
511990505001,2024,153,459,0
511990505002,2024,127,75,426
511990505003,2024,728,0,0
511990509001,2024,565,364,486
511990510001,2024,791,0,0
511990510002,2024,128,0,0
511990510003,2024,163,361,22
511990510004,2024,327,1428,8
511990511001,2024,1072,0,0
511990511002,2024,667,18,7
511990511003,2024,943,171,12
511999901000,2024,1,0,0
515102001021,2024,0,195,0
515102001022,2024,136,1181,0
515102001023,2024,150,145,7
515102001041,2024,0,472,0
515102001042,2024,0,129,0
515102001043,2024,0,1010,0
515102001051,2024,13,842,0
515102001052,2024,57,1367,0
515102001061,2024,13,334,0
515102001062,2024,0,730,0
515102001063,2024,39,324,0
515102001064,2024,3,495,0
515102001081,2024,38,759,0
515102001091,2024,155,75,0
515102001092,2024,34,943,0
515102001093,2024,101,868,0
515102001101,2024,0,1187,0
515102001102,2024,0,723,0
515102001111,2024,15,739,0
515102001112,2024,15,1043,0
515102001113,2024,0,610,0
515102002011,2024,87,444,0
515102002012,2024,136,359,213
515102002013,2024,98,707,6
515102002021,2024,317,5,16
515102002022,2024,159,119,4
515102003011,2024,68,779,1
515102003012,2024,66,515,0
515102003021,2024,805,0,18
515102003022,2024,28,360,0
515102003023,2024,32,163,0
515102003041,2024,6,730,0
515102003042,2024,30,941,0
515102003043,2024,0,102,0
515102003051,2024,20,597,0
515102003052,2024,41,682,0
515102004031,2024,7,820,8
515102004041,2024,43,949,0
515102004042,2024,29,1020,0
515102004061,2024,0,582,0
515102004062,2024,0,656,0
515102004063,2024,104,729,0
515102004064,2024,36,415,0
515102004071,2024,0,389,0
515102004072,2024,71,1194,0
515102004073,2024,0,369,0
515102004081,2024,12,745,0
515102004082,2024,1,0,0
515102004083,2024,24,495,0
515102004091,2024,0,1089,0
515102004092,2024,0,890,0
515102004093,2024,0,683,0
515102004094,2024,0,946,0
515102005001,2024,65,907,0
515102005002,2024,20,811,0
515102005003,2024,0,814,9
515102006001,2024,85,540,0
515102006002,2024,61,262,0
515102006003,2024,0,458,0
515102006004,2024,158,225,3
515102007011,2024,0,679,0
515102007031,2024,10,791,0
515102007032,2024,34,272,0
515102007033,2024,0,425,0
515102007034,2024,9,484,0
515102007041,2024,44,360,0
515102007042,2024,0,578,0
515102007043,2024,0,717,26
515102007051,2024,0,507,0
515102007052,2024,28,705,0
515102007053,2024,0,646,0
515102008011,2024,422,159,11
515102008012,2024,580,30,0
515102008021,2024,60,259,0
515102008022,2024,149,510,0
515102008023,2024,59,288,0
515102009001,2024,145,432,19
515102009002,2024,487,11,0
515102009003,2024,375,0,0
515102009004,2024,412,38,0
515102010001,2024,42,769,0
515102010002,2024,0,550,0
515102010003,2024,11,813,0
515102011001,2024,91,264,0
515102011002,2024,404,18,0
515102011003,2024,318,9,0
515102012021,2024,182,143,50
515102012022,2024,139,137,0
515102012023,2024,59,436,0
515102012024,2024,0,615,0
515102012041,2024,4,646,0
515102012042,2024,179,750,0
515102012051,2024,0,813,0
515102012052,2024,86,350,0
515102012061,2024,73,868,0
515102012062,2024,1,566,0
515102012063,2024,89,635,1
515102013001,2024,193,126,0
515102013002,2024,203,200,10
515102013003,2024,5,409,0
515102013004,2024,143,434,8
515102014001,2024,359,222,0
515102014002,2024,72,391,0
515102014003,2024,145,140,0
515102014004,2024,211,339,8
515102015001,2024,326,0,0
515102015002,2024,271,108,5
515102015003,2024,367,425,0
515102016011,2024,181,445,0
515102016012,2024,56,377,24
515102016013,2024,53,118,0
515102016014,2024,0,594,0
515102016021,2024,0,424,78
515102016022,2024,94,324,0
515102016023,2024,0,1144,0
515102018021,2024,14,553,0
515102018022,2024,65,381,0
515102018031,2024,49,249,0
515102018032,2024,37,967,0
515102018041,2024,0,936,0
515102018042,2024,0,451,0
515102018043,2024,0,332,0
515102018051,2024,18,614,1
515102018052,2024,0,904,0
515102018053,2024,0,1048,0
515102018054,2024,0,352,0
515102019001,2024,97,525,37
515102019002,2024,50,575,38
515102020011,2024,96,292,66
515102020012,2024,249,370,0
515102020013,2024,29,279,0
515102020021,2024,36,902,0
515102020022,2024,10,661,0
515109800001,2024,1,0,0
515200201001,2024,624,130,0
515200201002,2024,95,71,0
515200201003,2024,538,325,0
515200202011,2024,154,323,0
515200202012,2024,34,487,0
515200202013,2024,195,253,57
515200202021,2024,717,69,0
515200202022,2024,500,174,0
515200203001,2024,388,129,0
515200203002,2024,238,325,0
515200203003,2024,272,10,0
515200204001,2024,352,67,5
515200204002,2024,396,9,0
515200204003,2024,838,199,0
515200204004,2024,501,228,0
515309306011,2024,269,61,9
515309306012,2024,771,0,0
515309306013,2024,470,8,0
515309306021,2024,378,179,85
515309306022,2024,671,142,398
515400002011,2024,278,99,21
515400002012,2024,139,234,10
515400002013,2024,91,487,52
515400002021,2024,317,553,133
515400002022,2024,159,785,52
515400002023,2024,36,258,274
515400003021,2024,424,663,0
515400003022,2024,518,245,0
515400004011,2024,350,503,39
515400004012,2024,603,158,0
515400004021,2024,291,182,3
515400004022,2024,500,111,9
515400004023,2024,158,447,0
515400004024,2024,291,236,0
515400005011,2024,132,646,0
515400005012,2024,172,99,11
515400005013,2024,307,363,0
515400005021,2024,448,449,0
515400005022,2024,317,217,10
515400005023,2024,280,210,0
515400005024,2024,244,90,0
515400005025,2024,110,96,0
515400006001,2024,108,357,162
515400006002,2024,124,566,296
515400006003,2024,0,56,301
515400007001,2024,509,0,0
515400007002,2024,409,192,120
515400007003,2024,0,573,157
515400007004,2024,210,80,309
515400008001,2024,333,18,0
515400008002,2024,310,18,0
515400008003,2024,383,0,0
515400008004,2024,149,423,11
515400009001,2024,374,326,0
515400009002,2024,390,109,0
515400010001,2024,12,811,0
515400010002,2024,340,314,0
515400010003,2024,461,359,0
515500200011,2024,634,12,78
515500200021,2024,423,90,9
515500200022,2024,201,841,0
515500200023,2024,494,45,0
515500200031,2024,215,359,0
515500200032,2024,614,12,0
515500200033,2024,305,209,0
515500200034,2024,159,50,0
