Geo,Year,D3bpo4
510150707021,2024,0.959051
510150707022,2024,0.218922
510150708011,2024,0.093083
510150708012,2024,0.175398
510150708021,2024,0.000028
510150708022,2024,0.392524
510150708023,2024,0.084331
510150708024,2024,0.47046
510150709001,2024,0.070019
510150709002,2024,1.550044
510150709003,2024,1.880309
510150709004,2024,0.21284
510150710001,2024,0.051855
510150710002,2024,0.035431
510150710003,2024,0.195803
510150710004,2024,0.084043
510150711011,2024,0
510150711012,2024,1.634379
510150711013,2024,1.378608
510150711014,2024,1.977199
510150711021,2024,0
510150711022,2024,0.110986
510150711023,2024,0.193159
510150711024,2024,6.863605
510150712011,2024,0.290491
510150712012,2024,0.052216
510150712021,2024,0.378548
510150712022,2024,0.109501
510150712023,2024,0.185098
510179201011,2024,0.039209
510179201012,2024,0.02811
510179201021,2024,0.210329
510179201022,2024,0.03825
510179201023,2024,0.129692
510190301011,2024,0.067464
510190301012,2024,0.671334
510190301013,2024,0.198851
510190301014,2024,0.32245
510190301031,2024,0.472562
510190301032,2024,0.535185
510190301033,2024,1.824157
510190301034,2024,2.05477
510190301041,2024,4.791091
510190301042,2024,0.201525
510190301043,2024,1.999949
510190302021,2024,0.162259
510190302022,2024,0.124647
510190302023,2024,0.08848
510190302031,2024,0.134124
510190302032,2024,0.180983
510190302041,2024,0.253265
510190302042,2024,0.28877
510190303001,2024,0.026073
510190303002,2024,0.037398
510190304011,2024,0.205604
510190304012,2024,0.068856
510190304013,2024,0.306306
510190304031,2024,0.226116
510190304032,2024,0.082522
510190304033,2024,0.147035
510190304041,2024,0.167658
510190304042,2024,0.246549
510190304043,2024,0.243934
510190305011,2024,0.164331
510190305012,2024,0.075573
510190305013,2024,0.062996
510190305031,2024,0.728153
510190305032,2024,1.01616
510190305033,2024,0.611304
510190305041,2024,0.725934
510190305042,2024,0.199932
510190305043,2024,0.545932
510190306011,2024,0.422294
510190306012,2024,0.851248
510190306013,2024,0.618732
510190306021,2024,1.755665
510190306022,2024,0.282993
510190306023,2024,0
510190306031,2024,0.000028
510190306032,2024,0.528399
510190306041,2024,0.183574
510190306042,2024,0.17802
510190306051,2024,0.321505
510190306052,2024,0.628673
510190306053,2024,0.238643
510190501011,2024,3.181628
510190501012,2024,5.395777
510190501021,2024,8.921414
510190501022,2024,1.283868
510210401001,2024,0
510210401002,2024,0.048558
510210401003,2024,0.013652
510210402001,2024,0.086496
510210402002,2024,0
510210402003,2024,0.050343
510230401001,2024,0.126832
510230401002,2024,0.155768
510230401003,2024,0.055413
510230401004,2024,0.070932
510230402001,2024,0.338514
510230402002,2024,0.013769
510230402003,2024,0.125582
510230402004,2024,0.910468
510230403011,2024,0.4768
510230403012,2024,0.6044
510230403031,2024,0.539116
510230403032,2024,0.20418
510230403033,2024,0.703223
510230403041,2024,0.110801
510230403042,2024,0.645298
510230404011,2024,0.090066
510230404012,2024,0.116229
510230404021,2024,0
510230404022,2024,1.004798
510230404023,2024,1.851316
510230404024,2024,3.418273
510230405011,2024,0.769926
510230405012,2024,2.172168
510230405013,2024,2.308503
510230405021,2024,0.382696
510230405022,2024,0.443333
510259301001,2024,0.122613
510259301002,2024,0.098697
510259301003,2024,0.105244
510259301004,2024,0.138158
510259302011,2024,0.189806
510259302012,2024,0.143457
510259302021,2024,0.911626
510259302031,2024,0.187677
510259302032,2024,0.166911
510259302033,2024,0.038658
510259302034,2024,0.740809
510259303011,2024,0.151515
510259303012,2024,0.196277
510259303021,2024,0.288129
510259303022,2024,0.078083
510259303023,2024,0.138881
510270101001,2024,0
510270101002,2024,0.067244
510270101003,2024,0
510270101004,2024,0.348266
510270101005,2024,0.052848
510270102001,2024,0.161596
510270102002,2024,0
510270102003,2024,0.060968
510270102004,2024,0.091251
510270103001,2024,0.644155
510270103002,2024,0.041666
510270103003,2024,0.630029
510270104001,2024,0
