"Geo","LdvFwyDvmtProp","LdvArtDvmtProp","LdvOthDvmtProp","HvyTrkFwyDvmtProp","HvyTrkArtDvmtProp","HvyTrkOthDvmtProp","BusFwyDvmtProp","BusArtDvmtProp","BusOthDvmtProp"
"planrva__non_uza",0.320156888470426,0.436855694479639,0.242987417049935,0.718939566644942,0.209854336101697,0.071206097253361,0.340166055164422,0.425465761395434,0.234368183440144
"planrva__richmond_va",0.369426919,0.299005274,0.331567807,0.78718841,0.119938735,0.092872855,0.429430743,0.299808101,0.270761156
