Geo,Year,TotEmp,RetEmp,SvcEmp
510754004004,2045,447,189,149
510754005001,2045,86,17,38
510754005002,2045,238,7,24
510754005003,2045,82,10,10
510853201001,2045,2994,45,58
510853201002,2045,278,8,61
510853201003,2045,139,13,83
510853201004,2045,134,4,58
510853202001,2045,689,56,142
510853202002,2045,483,191,103
510853202003,2045,314,9,70
510853203001,2045,613,25,395
510853203002,2045,130,3,60
510853203003,2045,411,0,256
510853204001,2045,1519,5,227
510853204002,2045,1028,107,122
510853204003,2045,6931,958,676
510853205001,2045,204,0,35
510853205002,2045,178,6,144
510853205003,2045,187,3,104
510853206011,2045,313,35,155
510853206012,2045,5034,156,4569
510853206013,2045,2335,594,230
510853206021,2045,4109,439,1857
510853206022,2045,2984,1006,288
510853207011,2045,123,4,31
510853207012,2045,298,9,116
510853207021,2045,146,3,62
510853207022,2045,1839,0,246
510853208011,2045,10897,790,1403
510853208031,2045,1584,385,655
510853208032,2045,66,0,55
510853208033,2045,142,0,90
510853208041,2045,682,203,199
510853208042,2045,233,0,153
510853208043,2045,999,74,517
510853208051,2045,104,5,74
510853208052,2045,235,0,144
510853209011,2045,216,0,14
510853209012,2045,669,229,149
510853209013,2045,495,4,144
510853209021,2045,4578,174,4079
510853209022,2045,4968,44,758
510853210011,2045,881,65,325
510853210012,2045,26,0,8
510853210013,2045,2025,34,511
510853210031,2045,1494,612,576
510853210041,2045,112,0,78
510853210042,2045,57,26,18
510853210043,2045,52,0,31
510853211001,2045,2040,32,1932
510853211002,2045,2508,88,1626
510853211003,2045,1423,790,261
510853212011,2045,4026,1761,320
510853212012,2045,107,10,57
510853212013,2045,107,9,70
510853212021,2045,19,0,17
510853212022,2045,216,0,6
510853212023,2045,494,107,220
510853213001,2045,212,146,31
510853213002,2045,104,16,48
510853213003,2045,379,43,196
510853213004,2045,1826,806,259
510853214011,2045,300,0,87
510853214021,2045,179,14,30
510853214022,2045,201,0,36
510853214031,2045,237,3,53
510872001061,2045,967,271,386
510872001062,2045,251,10,122
510872001063,2045,13,0,12
510872001064,2045,554,8,463
510872001081,2045,725,72,288
510872001082,2045,360,10,72
510872001091,2045,198,10,43
510872001092,2045,165,25,44
510872001093,2045,310,0,303
510872001221,2045,416,34,185
510872001222,2045,544,291,103
510872001223,2045,131,0,94
510872001231,2045,27,0,13
510872001232,2045,20,0,20
510872001233,2045,232,53,77
510872001241,2045,133,5,42
510872001242,2045,666,86,493
510872001243,2045,756,9,454
510872001251,2045,27,0,26
510872001252,2045,27,3,17
510872001253,2045,30,4,22
510872001254,2045,139,0,108
510872001261,2045,1483,375,774
510872001262,2045,591,429,52
510872001263,2045,358,211,23
510872001271,2045,108,7,51
510872001272,2045,202,4,30
510872001273,2045,269,0,124
510872001274,2045,1122,3,867
510872001311,2045,4300,1,4183
510872001312,2045,3012,0,2300
510872001321,2045,217,0,199
510872001322,2045,591,0,519
510872001331,2045,57,0,16
510872001332,2045,142,0,100
510872001333,2045,69,0,30
510872001341,2045,690,12,613
510872001342,2045,39,0,23
510872001343,2045,383,14,62
510872001351,2045,321,43,120
510872001352,2045,295,0,53
510872001361,2045,441,40,271
510872001362,2045,756,131,453
510872001371,2045,23,0,8
510872001372,2045,101,0,64
510872001381,2045,721,234,289
510872001382,2045,142,0,105
510872001383,2045,48,0,35
510872001391,2045,194,4,51
510872001392,2045,39,12,10
510872001393,2045,47,1,4
510872001401,2045,5473,2399,1025
510872001402,2045,971,90,507
510872001411,2045,545,53,224
510872001412,2045,3056,619,472
510872001421,2045,202,7,160
510872001422,2045,65,0,30
510872001423,2045,951,366,310
510872001431,2045,242,44,86
510872001441,2045,48,0,13
510872001442,2045,1504,230,334
510872001443,2045,3797,2563,238
510872001451,2045,100,0,47
510872001452,2045,217,0,126
510872001461,2045,34,16,13
510872001462,2045,155,3,8
510872001463,2045,107,31,51
510872001471,2045,156,13,126
510872001472,2045,168,0,143
510872001473,2045,648,1,324
510872001481,2045,4113,327,1626
510872001482,2045,691,0,504
510872001483,2045,666,148,185
510872001491,2045,92,0,68
510872001492,2045,147,0,104
510872001493,2045,60,0,46
510872001494,2045,1150,68,286
510872001501,2045,12852,29,6531
510872001502,2045,930,427,403
510872001503,2045,11749,27,6542
510872001511,2045,652,75,405
510872001512,2045,48,0,22
510872001513,2045,3851,42,2250
510872001514,2045,13863,1837,3972
510872001521,2045,29,0,18
510872001522,2045,376,3,202
510872001531,2045,101,0,68
510872001532,2045,1850,804,593
510872001533,2045,605,40,429
510872002011,2045,586,61,342
510872002012,2045,372,52,116
510872002021,2045,385,66,121
510872002022,2045,65,0,8
510872002023,2045,44,1,21
510872002024,2045,338,10,280
510872003011,2045,463,3,433
510872003012,2045,5749,1243,2925
510872003021,2045,8019,1,7038
510872003022,2045,298,4,272
510872003023,2045,1042,237,380
510872003031,2045,5695,664,1361
510872003032,2045,5270,74,3408
510872003051,2045,4468,186,2974
510872003052,2045,539,0,465
510872003053,2045,1003,293,170
510872004041,2045,2945,36,1773
510872004042,2045,30,0,14
510872004043,2045,181,31,75
510872004071,2045,757,215,250
510872004072,2045,22,0,7
510872004073,2045,23,0,3
510872004074,2045,2044,1086,128
510872004091,2045,6950,337,1422
510872004111,2045,298,78,78
510872004112,2045,68,9,27
510872004113,2045,3,0,3
510872004114,2045,20,0,16
510872004115,2045,95,25,23
510872004121,2045,324,0,260
510872004122,2045,1012,350,396
510872004131,2045,691,98,168
510872004132,2045,670,267,254
510872004133,2045,82,0,68
510872004141,2045,115,8,59
510872004142,2045,77,1,62
510872004143,2045,81,0,49
510872004151,2045,372,3,73
510872004152,2045,17,0,16
510872004153,2045,55,0,36
510872004161,2045,79,0,62
510872004162,2045,74,22,14
510872004163,2045,91,7,43
510872004164,2045,455,13,380
510872004171,2045,39,0,4
510872004172,2045,143,0,111
510872004173,2045,1205,591,108
510872004174,2045,304,174,36
510872004181,2045,46,0,25
510872004182,2045,1145,203,777
510872004183,2045,10,0,3
510872005011,2045,6495,186,1645
510872005012,2045,3971,299,1962
510872005021,2045,1226,52,602
510872005022,2045,17123,628,4931
510872005031,2045,3206,138,841
510872005032,2045,116,0,100
510872005033,2045,6076,735,2347
510872006001,2045,9,0,1
510872006002,2045,138,8,99
510872006003,2045,39,0,5
510872006004,2045,47,0,44
510872007001,2045,39,0,39
510872007002,2045,1055,59,811
510872007003,2045,393,120,172
510872007004,2045,900,96,530
510872008011,2045,1547,68,1131
510872008012,2045,1050,92,418
510872008013,2045,4524,43,3879
510872008021,2045,252,59,126
510872008022,2045,778,523,208
510872008051,2045,3360,57,342
510872008052,2045,118,44,42
510872008053,2045,40,8,9
510872008054,2045,52,7,40
510872008061,2045,373,18,247
510872008071,2045,36,0,4
510872008072,2045,7,0,7
510872008073,2045,139,14,99
510872008074,2045,118,21,46
510872009041,2045,211,8,69
510872009042,2045,216,0,79
510872009043,2045,3642,60,1978
510872009044,2045,217,0,72
510872009051,2045,917,139,61
510872009052,2045,65,23,39
510872009053,2045,29,0,25
510872009054,2045,1278,1,831
510872009061,2045,95,0,43
510872009062,2045,142,0,55
510872009071,2045,77,0,10
510872009072,2045,4428,770,1018
510872009073,2045,1110,487,288
510872009081,2045,1983,1007,478
510872009082,2045,785,131,308
510872010011,2045,589,82,246
510872010012,2045,57,1,18
510872010013,2045,118,44,33
510872010014,2045,141,0,43
510872010021,2045,155,0,17
510872010022,2045,926,96,65
510872010023,2045,241,160,36
510872010031,2045,431,242,116
510872010032,2045,280,5,181
510872010033,2045,44,0,31
510872011021,2045,23,0,21
510872011022,2045,182,88,34
510872011023,2045,8,0,3
510872011024,2045,7,0,7
510872011031,2045,29,0,29
510872011032,2045,194,40,60
510872011041,2045,10551,90,10208
510872011042,2045,856,30,290
510872012031,2045,209,39,34
510872012032,2045,90,0,47
510872012041,2045,135,16,108
510872012042,2045,112,0,21
510872012043,2045,83,14,42
510872012051,2045,422,109,226
510872012052,2045,276,111,23
510872012053,2045,1914,4,372
510872012061,2045,62,0,42
510872012062,2045,31,9,22
510872014031,2045,17,5,7
510872014032,2045,9,3,7
510872014033,2045,221,5,29
510872014034,2045,20,0,17
510872014035,2045,204,29,174
510872014041,2045,86,7,20
510872014042,2045,193,0,34
510872014043,2045,1952,35,766
510872014051,2045,1230,545,73
510872014061,2045,777,49,186
510872014062,2045,2407,118,812
510872014063,2045,705,94,133
510872014064,2045,4745,1641,839
510872015021,2045,1505,13,121
510872015022,2045,347,0,56
510872015023,2045,530,22,74
510872015031,2045,60,16,33
510872015032,2045,169,0,56
510872015033,2045,52,0,36
510872015041,2045,7223,554,1274
510872015042,2045,68,0,46
510872015043,2045,139,7,113
510872016011,2045,207,1,65
510872016012,2045,49,22,14
510872016021,2045,131,0,82
510872016022,2045,514,138,59
510872016023,2045,139,17,77
510872016024,2045,945,0,800
510872017011,2045,449,38,148
510872017012,2045,411,65,161
510879801001,2045,2464,40,384
511277001001,2045,142,8,94
511277001002,2045,1210,479,271
511277001003,2045,298,24,126
511277002001,2045,412,53,142
511277002002,2045,11,0,8
511277002003,2045,213,22,19
511277002004,2045,269,0,49
511277003011,2045,334,53,145
511277003012,2045,202,0,43
511277003013,2045,1685,186,89
511277003021,2045,2852,54,1661
511277003022,2045,596,99,139
511455001011,2045,529,15,324
511455001012,2045,1971,581,337
511455001013,2045,383,5,134
511455001014,2045,406,104,123
511455001021,2045,499,8,171
511455001022,2045,2423,158,831
511455001023,2045,443,0,195
511455002011,2045,306,7,106
511455002012,2045,1195,302,337
511455002013,2045,391,15,86
511455002021,2045,1358,18,373
511455002022,2045,277,18,156
511455003001,2045,816,0,50
511455004001,2045,1362,12,1168
511455004002,2045,230,15,200
511455004003,2045,248,59,42
517600102011,2045,153,36,36
517600102012,2045,399,31,315
517600102021,2045,603,2,489
517600102022,2045,650,53,205
517600103001,2045,164,15,10
517600104011,2045,278,51,55
517600104012,2045,94,0,80
517600104021,2045,405,0,397
517600104022,2045,133,0,52
517600104023,2045,73,0,73
517600105001,2045,14,0,10
517600105002,2045,16,0,14
517600106001,2045,705,61,554
517600107001,2045,36,8,28
517600107002,2045,85,5,16
517600107003,2045,210,28,123
517600108001,2045,56,8,41
517600108002,2045,52,0,48
517600108003,2045,24,0,17
517600109001,2045,202,0,116
517600109002,2045,78,28,21
517600109003,2045,10,1,5
517600109004,2045,589,71,67
517600110001,2045,37,0,19
517600110002,2045,608,7,566
517600110003,2045,26,2,17
517600111001,2045,188,45,60
517600111002,2045,767,132,400
517600111003,2045,396,58,29
517600111004,2045,1589,2,762
517600201001,2045,129,27,65
517600202001,2045,79,0,79
517600202002,2045,46,12,35
517600203001,2045,538,12,516
517600203002,2045,228,99,130
517600204001,2045,39,0,21
517600204002,2045,16,7,7
517600204003,2045,507,28,92
517600204004,2045,131,5,126
517600204005,2045,32,0,21
517600205011,2045,227,27,140
517600205012,2045,1612,5,1180
517600205021,2045,39,3,23
517600205022,2045,401,3,202
517600205023,2045,814,116,390
517600206001,2045,283,10,225
517600206002,2045,188,61,61
517600207001,2045,111,13,68
517600207002,2045,216,3,175
517600208001,2045,162,19,21
517600208002,2045,129,1,27
517600209001,2045,28,1,27
517600209002,2045,77,0,74
517600209003,2045,21,0,7
517600209004,2045,34,1,26
517600210001,2045,17,0,15
517600210002,2045,85,44,29
517600211001,2045,309,1,46
517600212001,2045,199,13,39
517600301001,2045,248,7,232
517600301002,2045,81,6,75
517600302001,2045,24,0,10
517600302002,2045,28348,44,19572
517600302003,2045,426,36,224
517600302004,2045,615,6,161
517600305011,2045,3876,116,1609
517600305012,2045,738,126,280
517600305013,2045,1213,55,448
517600305021,2045,30569,70,8224
517600305022,2045,7328,58,4032
517600402011,2045,327,0,90
517600402012,2045,209,59,61
517600402021,2045,9025,224,3804
517600402022,2045,6849,784,1357
517600403001,2045,113,12,17
517600403002,2045,9616,100,8260
517600404001,2045,108,26,30
517600404002,2045,498,13,296
517600404003,2045,246,55,88
517600405001,2045,412,8,26
517600405002,2045,140,37,41
517600405003,2045,132,37,36
517600405004,2045,842,8,629
517600406001,2045,132,0,82
517600406002,2045,187,24,43
517600407001,2045,1044,7,663
517600407002,2045,220,0,159
517600408001,2045,1961,777,784
517600409001,2045,1030,6,204
517600409002,2045,1168,361,202
517600410001,2045,194,1,67
517600410002,2045,356,15,259
517600411001,2045,760,30,234
517600411002,2045,794,151,152
517600411003,2045,356,23,117
517600411004,2045,625,61,193
517600412001,2045,85,19,13
517600413001,2045,593,8,286
517600413002,2045,4955,0,123
517600414001,2045,298,0,297
517600414002,2045,118,0,99
517600416001,2045,126,0,36
517600501001,2045,3834,169,1171
517600501002,2045,79,0,65
517600501003,2045,248,27,65
517600502001,2045,1374,190,790
517600502002,2045,58,0,31
517600502003,2045,75,12,42
517600503001,2045,289,0,220
517600504001,2045,652,89,356
517600504002,2045,1341,188,913
517600505001,2045,1193,426,329
517600505002,2045,1309,194,341
517600505003,2045,2046,0,2046
517600506001,2045,95,0,55
517600506002,2045,197,7,87
517600602001,2045,467,12,223
517600602002,2045,20,12,8
517600602003,2045,80,10,13
517600604001,2045,749,58,161
517600604002,2045,50,14,17
517600604003,2045,27,2,20
517600604004,2045,45,7,29
517600604005,2045,60,7,30
517600605011,2045,41,1,7
517600605012,2045,32,0,15
517600605013,2045,67,3,16
517600605021,2045,295,13,220
517600605022,2045,21,0,15
517600605023,2045,16,0,10
517600606001,2045,231,35,56
517600606002,2045,165,90,27
517600606003,2045,68,0,19
517600607001,2045,965,31,147
517600607002,2045,1119,46,51
517600607003,2045,329,84,20
517600607004,2045,56,17,17
517600607005,2045,34,7,16
517600608001,2045,647,128,61
517600608002,2045,3325,92,421
517600608003,2045,13,3,3
517600608004,2045,78,15,14
517600609001,2045,2175,100,457
517600610011,2045,411,20,320
517600610012,2045,405,46,227
517600610013,2045,42,1,27
517600610021,2045,924,30,80
517600610022,2045,385,26,172
517600610023,2045,4151,20,560
517600701001,2045,3070,264,1134
517600701002,2045,705,129,268
517600701003,2045,298,0,249
517600701004,2045,546,8,476
517600703001,2045,1328,928,262
517600703002,2045,43,0,35
517600704001,2045,549,44,143
517600704002,2045,1367,532,369
517600704003,2045,180,0,38
517600706011,2045,1837,108,708
517600706012,2045,43,29,14
517600706013,2045,16,7,9
517600706014,2045,10,0,1
517600706021,2045,1923,222,346
517600706022,2045,17,6,9
517600707001,2045,173,86,78
517600707002,2045,210,15,111
517600707003,2045,288,181,51
517600708021,2045,57,31,7
517600708022,2045,148,27,44
517600708031,2045,210,50,75
517600708032,2045,56,16,39
517600708041,2045,22,0,16
517600708042,2045,63,51,5
517600708043,2045,7,0,7
517600709011,2045,71,21,13
517600709012,2045,785,0,86
517600709013,2045,31,0,23
517600709021,2045,589,30,312
517600709022,2045,6060,6,5565
517600709023,2045,1006,0,8
517600710021,2045,433,46,154
517600710022,2045,277,29,37
517600710031,2045,184,32,21
517600710032,2045,114,0,6
517600710041,2045,121,16,100
517600710042,2045,6784,21,4759
517600711001,2045,75,14,44
517600711002,2045,15,0,13
517600711003,2045,87,10,38
517600711004,2045,281,131,123
